No.,Package,obs repository,obs commit id,obs standard_riscv64 status,obs advanced_riscv64 status,gitee master,gitee openEuler-22.03-LTS,gitee openEuler-22.03-LTS-Next,Lastest Update,Upgrade Priority,has rpm history in standard_riscv64,rpm version in standard_riscv64,has rpm history in advanced_riscv64,rpm version in advanced_riscv64
1528,liboauth,git@gitee.com:openeuler-risc-v/liboauth.git,7637bf3039d6b4f6687188ea0468949b5431ecac,failed,disabled,1da33557a54812164f892f468b48420690ed8150,1da33557a54812164f892f468b48420690ed8150,1da33557a54812164f892f468b48420690ed8150,0,2,Yes,liboauth-1.0.3-13.oe1.src.rpm,No,None
1529,libofa,git@gitee.com:src-openeuler/libofa.git,None,scheduled,disabled,None,None,None,None,None,Yes,libofa-0.9.3-35.oe1.src.rpm,No,None
1530,libogg,git@gitee.com:src-openeuler/libogg.git,f7b5882d1f9d641a7b93f61681399619007ff39f,blocked,disabled,c53003621a7db7a960f97d2fc606ee89e1d9bef2,f5260675ca35892e16d6dc8ea088735c3f80e5c3,f5260675ca35892e16d6dc8ea088735c3f80e5c3,2,3,Yes,libogg-1.3.4-3.oe1.src.rpm,No,None
1531,liboggz,git@gitee.com:src-openeuler/liboggz.git,None,scheduled,disabled,None,None,None,None,None,Yes,liboggz-1.1.1-18.oe1.src.rpm,No,None
1532,liboil,git@gitee.com:src-openeuler/liboil.git,None,succeeded,disabled,None,None,None,None,None,Yes,liboil-0.3.16-19.oe1.src.rpm,No,None
1533,libomxil-bellagio,git@gitee.com:src-openeuler/libomxil-bellagio.git,0162ac4b623743bf158a65fe9a61822e89be5d2e,scheduled,disabled,d85b6f0222c3fc18ad36b5be53d5dabc23c45229,b0e98a8f00b95448efa74a0e94288a0c319864f5,b0e98a8f00b95448efa74a0e94288a0c319864f5,2,3,Yes,libomxil-bellagio-0.9.3-21.oe1.src.rpm,No,None
1534,libopenraw,git@gitee.com:src-openeuler/libopenraw.git,44fc514f0a9e47eb8d512da4f60826f43d3ba78f,scheduled,disabled,44fc514f0a9e47eb8d512da4f60826f43d3ba78f,44fc514f0a9e47eb8d512da4f60826f43d3ba78f,44fc514f0a9e47eb8d512da4f60826f43d3ba78f,0,1,Yes,libopenraw-0.1.3-5.oe1.src.rpm,No,None
1535,libosinfo,git@gitee.com:src-openeuler/libosinfo.git,eb5912597f7415d247617ec3b66285d209d8e199,succeeded,disabled,eb5912597f7415d247617ec3b66285d209d8e199,ec62c3e465533c94ca55659beec91e578cd5cac8,ec62c3e465533c94ca55659beec91e578cd5cac8,0,2,Yes,libosinfo-1.8.0-2.oe1.src.rpm,No,None
1536,libotf,git@gitee.com:src-openeuler/libotf.git,8c5a673d661c7c6736d36f121540f00ac252afe1,scheduled,disabled,8c5a673d661c7c6736d36f121540f00ac252afe1,8c5a673d661c7c6736d36f121540f00ac252afe1,8c5a673d661c7c6736d36f121540f00ac252afe1,0,1,Yes,libotf-0.9.13-13.oe1.src.rpm,No,None
1537,libpaper,git@gitee.com:src-openeuler/libpaper.git,d1df45e057e7980a079392ea45ac62a35b6be735,blocked,disabled,d1df45e057e7980a079392ea45ac62a35b6be735,d1df45e057e7980a079392ea45ac62a35b6be735,d1df45e057e7980a079392ea45ac62a35b6be735,0,1,Yes,libpaper-1.1.28-1.oe1.src.rpm,No,None
1538,libpcap,git@gitee.com:src-openeuler/libpcap.git,df7f3ef19252e95038c3b7dd9495ec8ea85c2836,succeeded,disabled,40c99c98157f55909813e9aac2aec29748e9db25,5c678f3ac646cc21bd621e884ba8c4ae4a8895c1,772c9b328822f0fd52e039bf0167984c29ea2e6a,1,4,Yes,libpcap-1.9.1-7.oe1.src.rpm,No,None
1539,libpciaccess,git@gitee.com:src-openeuler/libpciaccess.git,ac8208f2e2cf0641d31d326f27ae2aee74dfb6b1,blocked,disabled,7eaff7ae8093e3c3f5973513f652f4a74afe7047,7eaff7ae8093e3c3f5973513f652f4a74afe7047,7eaff7ae8093e3c3f5973513f652f4a74afe7047,1,2,Yes,libpciaccess-0.16-1.oe1.src.rpm,No,None
1540,libpeas,git@gitee.com:src-openeuler/libpeas.git,0c3eb7131a3ed04919f3305e7cc2a0d7cfe4d5cc,succeeded,disabled,0c3eb7131a3ed04919f3305e7cc2a0d7cfe4d5cc,0c3eb7131a3ed04919f3305e7cc2a0d7cfe4d5cc,0c3eb7131a3ed04919f3305e7cc2a0d7cfe4d5cc,0,1,Yes,libpeas-1.28.0-1.oe1.src.rpm,No,None
1541,libpfm,git@gitee.com:src-openeuler/libpfm.git,9c853bb9919555a28c4502da9097021a22551734,scheduled,disabled,9c853bb9919555a28c4502da9097021a22551734,9c853bb9919555a28c4502da9097021a22551734,9c853bb9919555a28c4502da9097021a22551734,0,1,Yes,libpfm-4.10.1-7.oe1.src.rpm,No,None
1542,libpinyin,git@gitee.com:src-openeuler/libpinyin.git,e086d60a0bdb8a447ce52e5dc5ad6fbbd15dc578,succeeded,disabled,e086d60a0bdb8a447ce52e5dc5ad6fbbd15dc578,e086d60a0bdb8a447ce52e5dc5ad6fbbd15dc578,e086d60a0bdb8a447ce52e5dc5ad6fbbd15dc578,0,1,Yes,libpinyin-2.2.0-3.oe1.src.rpm,No,None
1543,libpipeline,git@gitee.com:src-openeuler/libpipeline.git,48ccb8678e112f0136379ca9f619f79f28c212bd,blocked,disabled,31018759758276bbadbba12f00202222f77a348f,d0e3b16da86830644cd6e8203f18f08139122229,d0e3b16da86830644cd6e8203f18f08139122229,1,3,Yes,libpipeline-1.5.3-1.oe1.src.rpm,No,None
1544,libplist,git@gitee.com:src-openeuler/libplist.git,461cba428168040e7209a945e1e399c2b21f878b,succeeded,disabled,461cba428168040e7209a945e1e399c2b21f878b,461cba428168040e7209a945e1e399c2b21f878b,461cba428168040e7209a945e1e399c2b21f878b,0,1,Yes,libplist-2.2.0-2.oe1.src.rpm,No,None
1545,libpng,git@gitee.com:src-openeuler/libpng.git,6859665676d676f5a92cbd05a81e495f37b956c2,blocked,disabled,f4626884b001215cb4e014852ed6be39ef24b1f9,cc5f45cb97e89480985a63d6bdb0e34f598d18ce,cc5f45cb97e89480985a63d6bdb0e34f598d18ce,2,3,Yes,libpng-1.6.37-1.oe1.src.rpm,Yes,libpng-1.6.37-1.oe1.src.rpm
1546,libpng12,git@gitee.com:src-openeuler/libpng12.git,fd50d83602dbd4204a137d6129b8c8dbb551e1cc,scheduled,disabled,9d1ba740353592b843651fc2e2aeb65f135daf71,None,fd50d83602dbd4204a137d6129b8c8dbb551e1cc,1,2,Yes,libpng12-1.2.57-12.oe1.src.rpm,No,None
1547,libpq,git@gitee.com:src-openeuler/libpq.git,fe1a743b70ef045bbe9403a4124130aee81b662d,building,disabled,fe1a743b70ef045bbe9403a4124130aee81b662d,fe1a743b70ef045bbe9403a4124130aee81b662d,fe1a743b70ef045bbe9403a4124130aee81b662d,0,1,Yes,libpq-11.2-5.oe1.src.rpm,No,None
1548,libproxy,git@gitee.com:src-openeuler/libproxy.git,53ab2376fe2e026f63ded16193b45d2ec0b1bc1d,blocked,disabled,53ab2376fe2e026f63ded16193b45d2ec0b1bc1d,53ab2376fe2e026f63ded16193b45d2ec0b1bc1d,53ab2376fe2e026f63ded16193b45d2ec0b1bc1d,0,1,Yes,libproxy-0.4.17-1.oe1.src.rpm,No,None
1549,libpsl,git@gitee.com:src-openeuler/libpsl.git,98cbafb5b36e0874ae6c34a46adbb4a41e87d697,blocked,disabled,dfeb4d91733f59a0a2f564f125464d71ebf12922,15f4b98dd6758131ddfb4bfd243ba318496daf3f,15f4b98dd6758131ddfb4bfd243ba318496daf3f,2,3,Yes,libpsl-0.21.1-1.oe1.src.rpm,Yes,libpsl-0.21.1-1.oe1.src.rpm
1550,libpwquality,git@gitee.com:src-openeuler/libpwquality.git,10a149e5dae26ae3ead4a826dcdd03bec0f04703,blocked,disabled,10a149e5dae26ae3ead4a826dcdd03bec0f04703,10a149e5dae26ae3ead4a826dcdd03bec0f04703,10a149e5dae26ae3ead4a826dcdd03bec0f04703,0,1,Yes,libpwquality-1.4.4-1.oe1.src.rpm,No,None
1551,libqb,git@gitee.com:src-openeuler/libqb.git,c38f42ea0379d7a51ccfd39a051365f207aaabef,succeeded,disabled,cd028a1a7a534cb25d543b7ffcab96f86e8e0940,1723148d6063481c3d3d0c59523d7381e07ccf88,f473c9cccd93b0d90ebac4e6aeef5621b014a89b,3,4,Yes,libqb-1.0.5-2.oe1.src.rpm,No,None
1552,libqmi,git@gitee.com:src-openeuler/libqmi.git,f7f3e399fa4c443d6c7d30b2a5271ae92a8f9d18,scheduled,disabled,5dcaeee70813cdb5abe80d4d89fc760faf1944c2,5dcaeee70813cdb5abe80d4d89fc760faf1944c2,5dcaeee70813cdb5abe80d4d89fc760faf1944c2,1,2,Yes,libqmi-1.26.2-2.src.rpm,No,None
1553,libquvi,git@gitee.com:src-openeuler/libquvi.git,dc2aba7b6e1c2f6192fd682974d938b7a5d7a3ad,succeeded,disabled,487bab328bfeebf6a75b00d9a216d40226657b00,d017e4527d4d9e158ff2a14b2c3d93459e6f6e75,d017e4527d4d9e158ff2a14b2c3d93459e6f6e75,2,3,Yes,libquvi-0.9.4-17.oe1.src.rpm,No,None
1554,libquvi-scripts,git@gitee.com:src-openeuler/libquvi-scripts.git,b512d8158504080d6d7645ccc98eb6e5d7c284b4,succeeded,disabled,3e84701a7fa618d0780e4e09d14dfdcb6a53e407,abcd0e6504f26b17cae4a0b4c43b81b5a7af2534,abcd0e6504f26b17cae4a0b4c43b81b5a7af2534,1,3,Yes,libquvi-scripts-0.9.20131130-16.oe1.src.rpm,No,None
1555,librabbitmq,git@gitee.com:src-openeuler/librabbitmq.git,6678ce332d5d1acf789aa6c997b37467b8bfb5b6,succeeded,disabled,f15a30e8ae207f30979625aa2bf1bb8b320dcb57,6678ce332d5d1acf789aa6c997b37467b8bfb5b6,6678ce332d5d1acf789aa6c997b37467b8bfb5b6,1,2,Yes,librabbitmq-0.9.0-5.oe1.src.rpm,No,None
1556,libraqm,git@gitee.com:src-openeuler/libraqm.git,c0e5cb50228d0304f8dbbbe58fbb435309451052,succeeded,disabled,c0e5cb50228d0304f8dbbbe58fbb435309451052,e5e2ff73c343a469e15d103e9e95074f1dc475d6,e5e2ff73c343a469e15d103e9e95074f1dc475d6,2,2,Yes,libraqm-0.7.0-2.oe1.src.rpm,No,None
1557,libraw1394,git@gitee.com:src-openeuler/libraw1394.git,d5001d4fe2eb56faf5f6b52cf5132f6fdfd9d79d,succeeded,disabled,d5001d4fe2eb56faf5f6b52cf5132f6fdfd9d79d,d5001d4fe2eb56faf5f6b52cf5132f6fdfd9d79d,d5001d4fe2eb56faf5f6b52cf5132f6fdfd9d79d,0,1,Yes,libraw1394-2.1.2-9.oe1.src.rpm,No,None
1558,librdkafka,git@gitee.com:src-openeuler/librdkafka.git,417cae14da7c69e36c35b9a6c434cdabf38bbed6,succeeded,disabled,417cae14da7c69e36c35b9a6c434cdabf38bbed6,417cae14da7c69e36c35b9a6c434cdabf38bbed6,417cae14da7c69e36c35b9a6c434cdabf38bbed6,0,1,Yes,librdkafka-0.11.4-4.oe1.src.rpm,No,None
1559,librelp,git@gitee.com:src-openeuler/librelp.git,9a817aa69162069b64d53f7b5e589814da6688bc,succeeded,disabled,9a817aa69162069b64d53f7b5e589814da6688bc,062d0baaa58635456849c3e9d7bb547a4de00b67,062d0baaa58635456849c3e9d7bb547a4de00b67,2,2,Yes,librelp-1.2.16-3.oe1.src.rpm,No,None
1560,librepo,git@gitee.com:openeuler-risc-v/librepo.git,0d07c4638bd14ea193a335eb7773edeaf392802f,succeeded,disabled,374c84f85195b954041db327e78ba72f248b81ad,db6c5d688a6a3f6afd4957ecc4ff1f5311e485c1,db6c5d688a6a3f6afd4957ecc4ff1f5311e485c1,2,3,Yes,librepo-1.12.1-3.oe1.src.rpm,No,None
1561,libreport,git@gitee.com:openeuler-risc-v/libreport.git,d4ed219244aa4f2464406cfbc3bc03dbf86b73bd,succeeded,disabled,d6975311c5a72b1c1ec9a541717cb00e1a077d33,2541f446c64f26c24a55c4e56b9613311753d746,2541f446c64f26c24a55c4e56b9613311753d746,1,3,Yes,libreport-2.13.1-5.oe1.src.rpm,No,None
1562,libreswan,git@gitee.com:src-openeuler/libreswan.git,8c1a6ec77686ff04e6fad746b5320f1852c427e3,scheduled,disabled,9731305c0d63e0920c2f170b34202d06233a8e8a,43b4ccd6750c5c59bdf314bbf69e3ff6bc650f0c,43b4ccd6750c5c59bdf314bbf69e3ff6bc650f0c,2,3,Yes,libreswan-4.1-1.oe1.src.rpm,No,None
1563,librevenge,git@gitee.com:src-openeuler/librevenge.git,8b0bc08266c21e7c7493a63ef86efea1f4fdedfa,succeeded,disabled,8b0bc08266c21e7c7493a63ef86efea1f4fdedfa,8b0bc08266c21e7c7493a63ef86efea1f4fdedfa,8b0bc08266c21e7c7493a63ef86efea1f4fdedfa,0,1,Yes,librevenge-0.0.4-13.oe1.src.rpm,No,None
1564,librsvg2,git@gitee.com:src-openeuler/librsvg2.git,82fe7fd3e76f3d9747cbf17b148b09dec68f7c81,unresolvable,disabled,87986f536aeda11116c7ecb65c77cdf8a5d6a2cd,87986f536aeda11116c7ecb65c77cdf8a5d6a2cd,87986f536aeda11116c7ecb65c77cdf8a5d6a2cd,1,2,Yes,librsvg2-2.50.5-1.src.rpm,No,None
1565,libsamplerate,git@gitee.com:src-openeuler/libsamplerate.git,33680016176cb915418212c35ab00b9798df41bc,succeeded,disabled,33680016176cb915418212c35ab00b9798df41bc,33680016176cb915418212c35ab00b9798df41bc,33680016176cb915418212c35ab00b9798df41bc,0,1,Yes,libsamplerate-0.1.9-4.oe1.src.rpm,No,None
1566,libsass,git@gitee.com:src-openeuler/libsass.git,e4bf13ec2bf8c3537f57c86d6c3798890b5b4e03,succeeded,disabled,e4bf13ec2bf8c3537f57c86d6c3798890b5b4e03,e4bf13ec2bf8c3537f57c86d6c3798890b5b4e03,e4bf13ec2bf8c3537f57c86d6c3798890b5b4e03,0,1,Yes,libsass-3.6.4-1.oe1.src.rpm,No,None
1567,libseccomp,git@gitee.com:src-openeuler/libseccomp.git,bac749a341c37bdc4250281af6caa9d24477a218,blocked,disabled,bac749a341c37bdc4250281af6caa9d24477a218,b959b124bf0fa0670304b69665b11931d44caf77,b959b124bf0fa0670304b69665b11931d44caf77,0,2,Yes,libseccomp-2.5.3-1.oe1.src.rpm,No,None
1568,libsecret,git@gitee.com:src-openeuler/libsecret.git,dbae720044c0868dd6977c32a45a0a48a0af8745,blocked,disabled,dbae720044c0868dd6977c32a45a0a48a0af8745,dbae720044c0868dd6977c32a45a0a48a0af8745,dbae720044c0868dd6977c32a45a0a48a0af8745,0,1,No,None,No,None
1569,libselinux,git@gitee.com:src-openeuler/libselinux.git,a7be8d58552f409e1803abc47b9808c6cd16eb80,blocked,disabled,a5d9f90711da2a405930479bd2cfbefb3e8c3fe2,517af2a17440ba49f45639cafde9395c6c25ddfb,517af2a17440ba49f45639cafde9395c6c25ddfb,1,3,Yes,libselinux-3.1-3.oe1.src.rpm,No,None
1570,libsemanage,git@gitee.com:src-openeuler/libsemanage.git,5f84a6278f4b32a8546c1e1751be2a0bb5b59545,building,disabled,9fc54928338d4f36063995c6a5a7c39c80edf1c7,846c755aa31c2090e7f76824940f1c5593865516,846c755aa31c2090e7f76824940f1c5593865516,1,3,Yes,libsemanage-3.1-4.oe1.src.rpm,No,None
1571,libsepol,git@gitee.com:src-openeuler/libsepol.git,52e630698af9a496cb2cd13c41665ca1c3538628,blocked,disabled,97016e0f05b3f5c19bd1c336071a72aade7638e2,280cc3ea487287325474385d021d0e36d81d3032,280cc3ea487287325474385d021d0e36d81d3032,1,3,Yes,libsepol-3.1-4.oe1.src.rpm,Yes,libsepol-3.1-4.oe1.src.rpm
1572,libserf,git@gitee.com:src-openeuler/libserf.git,489e5c8e642f417982bedb7436c4a3726da8b1d5,succeeded,disabled,0580c6a3b388f76af91800df8c0e153d9fb1623f,0580c6a3b388f76af91800df8c0e153d9fb1623f,0580c6a3b388f76af91800df8c0e153d9fb1623f,1,2,Yes,libserf-1.3.9-12.oe1.src.rpm,No,None
1573,libsexy,git@gitee.com:src-openeuler/libsexy.git,dd567e01974b5418a090955361af7f941be269c3,scheduled,disabled,dfb32efc8dee3be867f71b6454fb98dfe9b43b74,dfb32efc8dee3be867f71b6454fb98dfe9b43b74,dfb32efc8dee3be867f71b6454fb98dfe9b43b74,1,2,Yes,libsexy-0.1.11-35.oe1.src.rpm,No,None
1574,libshout,git@gitee.com:src-openeuler/libshout.git,6397beecd8cc13ab4b4288d437aae264c98007af,succeeded,disabled,6397beecd8cc13ab4b4288d437aae264c98007af,6397beecd8cc13ab4b4288d437aae264c98007af,6397beecd8cc13ab4b4288d437aae264c98007af,0,1,Yes,libshout-2.2.2-22.oe1.src.rpm,No,None
1575,libsigcpp20,git@gitee.com:src-openeuler/libsigcpp20.git,488ee828799354efac2adc9e9c3b3bed2358192f,scheduled,disabled,8df5f7bf7214bc481533f40bae3bc56571310d6a,dc11f63d6ea47608e8894bd73c7c7cca604e1064,dc11f63d6ea47608e8894bd73c7c7cca604e1064,2,3,Yes,libsigc++20-2.10.4-1.src.rpm,No,None
1576,libsigsegv,git@gitee.com:src-openeuler/libsigsegv.git,b76260ce79f28d006c1a0e6e3a99fa1d49f41b45,blocked,disabled,b734ce84dc90d9d4c6d45ab2f9e4baa6ec77c753,456637900a02a8aadc4b1f65b30abeccef148f83,456637900a02a8aadc4b1f65b30abeccef148f83,1,3,Yes,libsigsegv-2.12-1.oe1.src.rpm,Yes,libsigsegv-2.12-1.oe1.src.rpm
1577,libsmbios,git@gitee.com:src-openeuler/libsmbios.git,4c7f67cceb85a0e7c1122bff765e55dba4526f59,excluded,disabled,4c7f67cceb85a0e7c1122bff765e55dba4526f59,4c7f67cceb85a0e7c1122bff765e55dba4526f59,4c7f67cceb85a0e7c1122bff765e55dba4526f59,0,1,No,None,No,None
1578,libsmi,git@gitee.com:src-openeuler/libsmi.git,bd548dae3935fa60d5d5b94db41399a6f704051d,succeeded,disabled,bd548dae3935fa60d5d5b94db41399a6f704051d,bd548dae3935fa60d5d5b94db41399a6f704051d,bd548dae3935fa60d5d5b94db41399a6f704051d,0,1,Yes,libsmi-0.4.8-25.oe1.src.rpm,No,None
1579,libsndfile,git@gitee.com:src-openeuler/libsndfile.git,6df28c98e0f4fadd975ff2dde314af4510ea7ef5,blocked,disabled,f88c7d0044e3cf6676d3c734413a11df0a1c90ac,270f367390c708915733b1844f77f3ba2676506c,270f367390c708915733b1844f77f3ba2676506c,2,3,Yes,libsndfile-1.0.28-18.oe1.src.rpm,No,None
1580,libsodium,git@gitee.com:src-openeuler/libsodium.git,d5faf7451602a10ffd1f9f44c04c44836c1fbbc9,succeeded,disabled,d5faf7451602a10ffd1f9f44c04c44836c1fbbc9,d5faf7451602a10ffd1f9f44c04c44836c1fbbc9,d5faf7451602a10ffd1f9f44c04c44836c1fbbc9,0,1,Yes,libsodium-1.0.18-1.oe1.src.rpm,No,None
1581,libsolv,git@gitee.com:src-openeuler/libsolv.git,c6688ea8506e1e725b412df6265d9490c3c78d2e,succeeded,disabled,4e64cdf8070c08fe9742eddf9d10dd140054c07b,6049a99ba5e897652c94eaad21c5bd91f6da17d7,6049a99ba5e897652c94eaad21c5bd91f6da17d7,2,3,Yes,libsolv-0.7.17-1.oe1.src.rpm,No,None
1582,libsoup,git@gitee.com:src-openeuler/libsoup.git,de215693c5346a8bee4541aff021861d2813603d,blocked,disabled,cde62002fecee74c4bbff4636debc627a4987cf5,91a4a043742b334bde0c350a827b3465f718223b,91a4a043742b334bde0c350a827b3465f718223b,1,3,Yes,libsoup-2.72.0-2.oe1.src.rpm,No,None
1583,libspatialite,git@gitee.com:src-openeuler/libspatialite.git,7945932bdfe6321eec150ef83d01f1d6178f60ec,scheduled,disabled,f4c715c19dcb233f666efe4833dc28583f9fcfc7,68300107279997b31010943fa8e2f6610be2f12c,68300107279997b31010943fa8e2f6610be2f12c,1,3,Yes,libspatialite-4.3.0a-10.oe1.src.rpm,No,None
1584,libspectre,git@gitee.com:src-openeuler/libspectre.git,271d07c0d0631824b8337ffa53b70985977a6d57,succeeded,disabled,271d07c0d0631824b8337ffa53b70985977a6d57,271d07c0d0631824b8337ffa53b70985977a6d57,271d07c0d0631824b8337ffa53b70985977a6d57,0,1,Yes,libspectre-0.2.8-9.oe1.src.rpm,No,None
1585,libspiro,git@gitee.com:src-openeuler/libspiro.git,9a840066080f318a063b675b0dead08e2607570a,succeeded,disabled,8435ada4ee1dc2ca7b36ab6c75119ffca8b15b31,56df079961e0752cb8f8dc483a6c4d0ddb3ec56f,56df079961e0752cb8f8dc483a6c4d0ddb3ec56f,2,3,Yes,libspiro-20150131-10.oe1.src.rpm,No,None
1586,libsrtp,git@gitee.com:src-openeuler/libsrtp.git,010c8edfb13a3209dcd9e4a99d949ab423e2ba61,scheduled,disabled,b6741ddcbe4b9c49cf1b94537534a4930c43747c,f84b9eacbc9bd46c6b196966d6f5bffe0c3b4e7c,f84b9eacbc9bd46c6b196966d6f5bffe0c3b4e7c,1,3,Yes,libsrtp-1.5.4-10.oe1.src.rpm,No,None
1587,libssh,git@gitee.com:src-openeuler/libssh.git,3c0584304211d699d2182b3bd19ecf6dd0b68a6a,blocked,disabled,f20844fe3e92e57a577fb4ca26e0374f6ac66414,fa8129f189f36ba81f9a00dc40d88c8c1372f423,fa8129f189f36ba81f9a00dc40d88c8c1372f423,2,3,Yes,libssh-0.9.5-1.oe1.src.rpm,Yes,libssh-0.9.5-1.oe1.src.rpm
1588,libssh2,git@gitee.com:src-openeuler/libssh2.git,0bd2aa1e484f8c324c7115b65117e4cdbf315dbf,scheduled,disabled,0bd2aa1e484f8c324c7115b65117e4cdbf315dbf,df4bbb875ae67b9b93ae402c668c7013538d295a,df4bbb875ae67b9b93ae402c668c7013538d295a,2,2,Yes,libssh2-1.9.0-6.oe1.src.rpm,No,None
1589,libstemmer,git@gitee.com:src-openeuler/libstemmer.git,d1ef425e2bf55286845cba9d7cdbd5fed55a4b64,blocked,disabled,d1ef425e2bf55286845cba9d7cdbd5fed55a4b64,d1ef425e2bf55286845cba9d7cdbd5fed55a4b64,d1ef425e2bf55286845cba9d7cdbd5fed55a4b64,0,1,Yes,libstemmer-0-12.oe1.src.rpm,No,None
1590,libstoragemgmt,git@gitee.com:src-openeuler/libstoragemgmt.git,04f6fcf2388e3c6e7e52efaa71f80063dcb32f05,failed,disabled,04f6fcf2388e3c6e7e52efaa71f80063dcb32f05,a9ab81bf4282a86a0998c7800135348cb66b4ce9,d7963b1718550fbee9a487a1f259755cd17aea61,2,3,No,None,No,None
1591,libsvm,git@gitee.com:src-openeuler/libsvm.git,be47485fb813d476afca384fdf0115d4d76e81f3,scheduled,disabled,13059c20b769812dd01db36889eef660333be7e7,f3e3d48af929c2976e873af660038728e77b0efd,f3e3d48af929c2976e873af660038728e77b0efd,1,3,Yes,libsvm-324-1.1.oe1.src.rpm,No,None
1592,libtalloc,git@gitee.com:src-openeuler/libtalloc.git,ede1479bb04df28f766b230837ce493858bb5f32,blocked,disabled,d9ee75e65f8ed5ebe6bc2c3fc28b69dbdf00befa,97a67288e55b35ee241f608bc1a087a1557686d1,97a67288e55b35ee241f608bc1a087a1557686d1,2,3,Yes,libtalloc-2.3.1-1.oe1.src.rpm,No,None
1593,libtar,git@gitee.com:src-openeuler/libtar.git,8d27a10528f5dba98f8fcc1f34fbd454509272a7,succeeded,disabled,6b1323035c8ece889b0d8e4f3180b5e30afecb91,840d0f78a5f412f6022a9cbf52be55a44e98262b,840d0f78a5f412f6022a9cbf52be55a44e98262b,1,3,Yes,libtar-1.2.20-18.oe1.src.rpm,No,None
1594,libtasn1,git@gitee.com:src-openeuler/libtasn1.git,4f01a59f128fb888c9e318d812ffcb805330cd30,blocked,disabled,6d9fbcbc634a4cc42f662f5565a368d4098dc2d9,59f9d292af3977034b4888e1eb6e006ca6bb7e52,59f9d292af3977034b4888e1eb6e006ca6bb7e52,1,3,Yes,libtasn1-4.16.0-2.oe1.src.rpm,Yes,libtasn1-4.16.0-2.oe1.src.rpm
1595,libtcnative,git@gitee.com:src-openeuler/libtcnative.git,afe7e932a3aff738bd1b51081cf4c933530bd31d,unresolvable,disabled,c12bb0771abcd11fc86171a40a8c1e3be5710c4e,1081448cbb728c0dcc7607979d98d6492ad27a7d,1081448cbb728c0dcc7607979d98d6492ad27a7d,1,3,No,None,No,None
1596,libtdb,git@gitee.com:src-openeuler/libtdb.git,7322462327ff286dc7dcef4f36b2f77cffa380b3,blocked,disabled,8fdb5b4bfb4868efbd09dd51c1931dcddd7a7926,1b0a701d2eaae7ae5f8e0c74bfe5ff7ddd8957ba,1b0a701d2eaae7ae5f8e0c74bfe5ff7ddd8957ba,1,3,Yes,libtdb-1.4.3-1.oe1.src.rpm,No,None
1597,libteam,git@gitee.com:src-openeuler/libteam.git,e3ae1f823499b59f9df73f39e4363ec7bbfa8464,scheduled,disabled,e3ae1f823499b59f9df73f39e4363ec7bbfa8464,e3ae1f823499b59f9df73f39e4363ec7bbfa8464,e3ae1f823499b59f9df73f39e4363ec7bbfa8464,0,1,Yes,libteam-1.31-1.oe1.src.rpm,No,None
1598,libtevent,git@gitee.com:src-openeuler/libtevent.git,cb36438665e9161b60645472a05e80349cd55237,building,disabled,ad6d8d977970f738c2d49feacea2016e2c7ee6b2,140f7e460795bda40b4072d30c3184d05156f2ff,140f7e460795bda40b4072d30c3184d05156f2ff,2,3,Yes,libtevent-0.10.2-1.oe1.src.rpm,No,None
1599,libthai,git@gitee.com:src-openeuler/libthai.git,f79a00e540d2b6fa9027a343d8235645597f0ad4,blocked,disabled,f79a00e540d2b6fa9027a343d8235645597f0ad4,f79a00e540d2b6fa9027a343d8235645597f0ad4,f79a00e540d2b6fa9027a343d8235645597f0ad4,0,1,Yes,libthai-0.1.28-4.oe1.src.rpm,No,None
1600,libtheora,git@gitee.com:src-openeuler/libtheora.git,31400341813dbe7e781573b0f462d18872963634,blocked,disabled,09519f6d0a7017a132dd212c311bee3201b386e3,8b6cc1e3eb96d4b9a49f15df14ffd548efcda7f8,8b6cc1e3eb96d4b9a49f15df14ffd548efcda7f8,1,3,Yes,libtheora-1.1.1-24.oe1.src.rpm,No,None
1601,libtiff,git@gitee.com:src-openeuler/libtiff.git,1e86d2545483996ab29e111de42d1bdfe6097b58,blocked,disabled,9ad16c0b296bea9d4555541f44cbaf78ae06def4,05825a0d233354d9fbc20217482f3c3272031e35,05825a0d233354d9fbc20217482f3c3272031e35,2,3,Yes,libtiff-4.2.0-1.oe1.src.rpm,No,None
1602,libtimezonemap,git@gitee.com:src-openeuler/libtimezonemap.git,b8f3b79de9f4e34f79e198f7180c40e298ada36c,scheduled,disabled,b8f3b79de9f4e34f79e198f7180c40e298ada36c,b8f3b79de9f4e34f79e198f7180c40e298ada36c,b8f3b79de9f4e34f79e198f7180c40e298ada36c,0,1,Yes,libtimezonemap-0.4.5.1-7.oe1.src.rpm,No,None
1603,libtirpc,git@gitee.com:src-openeuler/libtirpc.git,c14cd4ac5f9efc740cb217dd5ac7f53feb26002f,blocked,disabled,c14cd4ac5f9efc740cb217dd5ac7f53feb26002f,4b7338d89ad2671d4ea1930d2581af833ac10b61,4b7338d89ad2671d4ea1930d2581af833ac10b61,2,2,Yes,libtirpc-1.3.1-1.oe1.src.rpm,Yes,libtirpc-1.3.1-1.oe1.src.rpm
